track_id;track_name;genre_id;album_id;track_length_seconds;composer
78;"Caught Up in You (Live '84)";2;50;284;"Donnie Van Zant"
79;"Fantasy Girl (Live '84)";2;50;236;"Donnie Van Zant"
80;"Hold On Loosely (Live '84)";2;50;301;"Donnie Van Zant"
81;"If I'd Been the One (Live '84)";2;50;269;"Donnie Van Zant"
82;"Rockin' Into the Night (Live '84)";2;50;272;"Donnie Van Zant"
83;"Back Where You Belong (Live '84)";2;50;269;"Donnie Van Zant"
84;"Teacher Teacher (Live '84)";2;50;269;"Donnie Van Zant"
85;"WildEyed Southern Boys (Live '84)";2;50;269;"Donnie Van Zant"
86;"You Keep Runnin' Away (Live '84)";2;50;269;"Donnie Van Zant"
87;"Caught Up in You (Live '85)";2;50;284;"Donnie Van Zant"
88;"Fantasy Girl (Live '85)";2;50;236;"Donnie Van Zant"
89;"Hold On Loosely (Live '85)";2;50;301;"Donnie Van Zant"
90;"If I'd Been the One (Live '85)";2;50;269;"Donnie Van Zant"
91;"Rockin' Into the Night (Live '85)";2;50;272;"Donnie Van Zant"
92;"Back Where You Belong (Live '85)";2;50;269;"Donnie Van Zant"
93;"Teacher Teacher (Live '85)";2;50;269;"Donnie Van Zant"
94;"WildEyed Southern Boys (Live '85)";2;50;269;"Donnie Van Zant"
95;"You Keep Runnin' Away (Live '85)";2;50;269;"Donnie Van Zant"
96;"Caught Up in You (Live '86)";2;50;284;"Donnie Van Zant"
97;"Fantasy Girl (Live '86)";2;50;236;"Donnie Van Zant"
98;"Hold On Loosely (Live '86)";2;50;301;"Donnie Van Zant"
99;"If I'd Been the One (Live '86)";2;50;269;"Donnie Van Zant"
100;"Rockin' Into the Night (Live '86)";2;50;272;"Donnie Van Zant"
101;"Caught Up in You";2;50;266;"Donnie Van Zant"
102;"Fantasy Girl";2;50;228;"Donnie Van Zant"
103;"Hold On Loosely";2;50;283;"Donnie Van Zant"
104;"If I'd Been the One";2;50;239;"Donnie Van Zant"
105;"Rockin' Into the Night";2;50;263;"Donnie Van Zant"
106;"Back Where You Belong";2;50;255;"Donnie Van Zant"
107;"Twentieth Century Fox";2;50;177;"Donnie Van Zant"
108;"Teacher Teacher";2;50;264;"Donnie Van Zant"
109;"WildEyed Southern Boys";2;50;267;"Donnie Van Zant"
110;"You Keep Runnin' Away";2;50;238;"Donnie Van Zant"
111;"Caught Up in You (Live)";2;50;321;"Donnie Van Zant"
112;"Hold On Loosely (Live)";2;50;322;"Donnie Van Zant"
113;"Rockin' Into the Night (Live)";2;50;347;"Donnie Van Zant"
114;"Fantasy Girl (Live)";2;50;264;"Donnie Van Zant"
115;"If I'd Been the One (Live)";2;50;257;"Donnie Van Zant"
116;"Back Where You Belong (Live)";2;50;280;"Donnie Van Zant"
117;"WildEyed Southern Boys (Live)";2;50;296;"Donnie Van Zant"
118;"You Keep Runnin' Away (Live)";2;50;271;"Donnie Van Zant"
119;"Take Me Back";2;50;234;"Donnie Van Zant"
120;"Caught Up in You (ReRecorded)";2;50;264;"Donnie Van Zant"
121;"Hold On Loosely (ReRecorded)";2;50;267;"Donnie Van Zant"
122;"Rockin' Into the Night (ReRecorded)";2;50;258;"Donnie Van Zant"
123;"Fantasy Girl (ReRecorded)";2;50;227;"Donnie Van Zant"
124;"If I'd Been the One (ReRecorded)";2;50;227;"Donnie Van Zant"
125;"Back Where You Belong (ReRecorded)";2;50;241;"Donnie Van Zant"
126;"WildEyed Southern Boys (ReRecorded)";2;50;264;"Donnie Van Zant"
127;"You Keep Runnin' Away (ReRecorded)";2;50;246;"Donnie Van Zant"
128;"Caught Up in You (ReRecorded '98)";2;50;264;"Donnie Van Zant"
129;"Hold On Loosely (ReRecorded '98)";2;50;267;"Donnie Van Zant"
130;"Rockin' Into the Night (ReRecorded '98)";2;50;258;"Donnie Van Zant"
131;"Fantasy Girl (ReRecorded '98)";2;50;227;"Donnie Van Zant"
132;"If I'd Been the One (ReRecorded '98)";2;50;227;"Donnie Van Zant"
133;"Back Where You Belong (ReRecorded '98)";2;50;241;"Donnie Van Zant"
134;"WildEyed Southern Boys (ReRecorded '98)";2;50;264;"Donnie Van Zant"
135;"You Keep Runnin' Away (ReRecorded '98)";2;50;246;"Donnie Van Zant"
136;"Caught Up in You (Live '98)";2;50;321;"Donnie Van Zant"
137;"Hold On Loosely (Live '98)";2;50;322;"Donnie Van Zant"
138;"Rockin' Into the Night (Live '98)";2;50;347;"Donnie Van Zant"
139;"Fantasy Girl (Live '98)";2;50;264;"Donnie Van Zant"
140;"If I'd Been the One (Live '98)";2;50;257;"Donnie Van Zant"
141;"Back Where You Belong (Live '98)";2;50;280;"Donnie Van Zant"
142;"WildEyed Southern Boys (Live '98)";2;50;296;"Donnie Van Zant"
143;"You Keep Runnin' Away (Live '98)";2;50;271;"Donnie Van Zant"
144;"Caught Up in You (Live '98)";2;50;321;"Donnie Van Zant"
145;"Hold On Loosely (Live '98)";2;50;322;"Donnie Van Zant"
146;"Rockin' Into the Night (Live '98)";2;50;347;"Donnie Van Zant"
147;"Fantasy Girl (Live '98)";2;50;264;"Donnie Van Zant"
148;"If I'd Been the One (Live '98)";2;50;257;"Donnie Van Zant"
149;"Back Where You Belong (Live '98)";2;50;280;"Donnie Van Zant"
150;"WildEyed Southern Boys (Live '98)";2;50;296;"Donnie Van Zant"
151;"Automatic";10;51;218;"Mikky Ekko"
152;"I'm A Mess";3;52;186;"Bebe Rexha"
153;"Giants";2;53;254;"Lauv"
154;"This Is America";11;54;214;"Donald Glover"
155;"A Thousand Years";3;55;263;"Christina Perri"
156;"Sucker";3;56;193;"Jonas Brothers"
157;"Old Town Road";4;57;152;"Lil Nas X"
158;"Senorita";3;58;210;"Shawn Mendes & Camila Cabello"
159;"Señorita";5;59;196;"Camila Cabello & Shawn Mendes"
160;"In My Feelings";11;60;195;"Drake"
161;"Sugar";3;61;203;"Maroon 5"
162;"Lose Yourself";11;62;295;"Eminem"
163;"Uptown Funk";3;63;226;"Mark Ronson & Bruno Mars"
164;"Havana";3;64;213;"Camila Cabello & Pharrell Williams"
165;"God's Plan";11;65;196;"Drake"
166;"Blank Space";3;66;224;"Taylor Swift"
167;"Girls Like You";3;67;226;"Adam Levine & Cirkut"
168;"Let It Go";3;46;232;"Robert Lopez & Kristen AndersonLopez"
169;"Closer";3;68;246;"The Chainsmokers & Halsey"
170;"Despacito";5;NULL;261;"Luis Fonsi & Daddy Yankee"
171;"Shape of You";3;18;225;"Ed Sheeran"
172;"Happier";3;69;212;"Marshmello & Bastille"
173;"Love Yourself";3;70;224;"Justin Bieber"
174;"Toxic";3;37;229;"Cathy Dennis & Christian Karlsson"
175;"Hey Ya!";10;7;249;"Andre 3000"
176;"Wrecking Ball";3;71;232;"Miley Cyrus & Dr. Luke"
177;"Hotline Bling";11;72;255;"Drake"
178;"All of Me";3;15;272;"John Legend"
179;"Umbrella";3;3;278;"TheDream & Christopher Stewart"
180;"Let Her Go";3;73;239;"Mike Rosenberg"
181;"I Gotta Feeling";3;6;229;"Black Eyed Peas"
182;"Call Me Maybe";3;74;202;"Tavish Crowe & Carly Rae Jepsen"
183;"Finesse";3;75;190;"Bruno Mars & Christopher Brody Brown"
184;"Thinking Out Loud";3;26;238;"Ed Sheeran"
185;"Believer";10;76;216;"Dan Reynolds & Justin Tranter"
186;"Rude";3;77;219;"Magic! & Adam Messinger"
187;"I Will Always Love You";4;78;252;"Dolly Parton"
188;"Stay";3;79;235;"Mikky Ekko & David Guetta"
189;"Humble";11;80;186;"Kendrick Lamar & Mike WiLL MadeIt"
190;"One Dance";11;NULL;178;"Drake & Nineteen85"
191;"Party Rock Anthem";3;81;210;"Redfoo"
192;"Work";3;82;196;"Rihanna & Drake"
193;"Can't Stop the Feeling!";3;42;220;"Max Martin & Justin Timberlake"
194;"Symphony";3;83;209;"Clean Bandit & Jack Patterson"
195;"Don't Stop Believin'";2;13;232;"Jonathan Cain & Steve Perry"
196;"No Tears Left to Cry";3;84;204;"Ariana Grande & Max Martin"
197;"Thunder";3;85;213;"Max Martin & Shellback"
198;"Sorry";3;70;219;"Justin Bieber & Skrillex"
199;"The Last Of Us";2;86;226;"Gustavo Santaolalla"
200;"The Last Of Us (Part II)";2;86;202;"Gustavo Santaolalla"
201;"The Path";2;86;216;"Gustavo Santaolalla"
202;"All Gone (No Escape)";2;86;252;"Gustavo Santaolalla"
203;"The Choice";2;86;189;"Gustavo Santaolalla"
204;"The Quarantine Zone";2;86;279;"Gustavo Santaolalla"
205;"Vanishing Grace";2;86;211;"Gustavo Santaolalla"
206;"The Last Of Us (Reprise)";2;86;86;"Gustavo Santaolalla"
207;"The Way It Was";2;86;192;"Gustavo Santaolalla"
208;"All Gone (No Escape) (Reprise)";2;86;90;"Gustavo Santaolalla"
209;"The Path (Reprise)";2;86;90;"Gustavo Santaolalla"
210;"The Choice (Reprise)";2;86;90;"Gustavo Santaolalla"
211;"The Quarantine Zone (Reprise)";2;86;90;"Gustavo Santaolalla"
212;"Vanishing Grace (Reprise)";2;86;90;"Gustavo Santaolalla"
213;"The Last Of Us (Piano Version)";2;86;90;"Gustavo Santaolalla"
214;"The Path (Piano Version)";2;86;90;"Gustavo Santaolalla"
215;"The Choice (Piano Version)";2;86;90;"Gustavo Santaolalla"
216;"The Quarantine Zone (Piano Version)";2;86;90;"Gustavo Santaolalla"
217;"Vanishing Grace (Piano Version)";2;86;90;"Gustavo Santaolalla"
218;"The Way It Was (Piano Version)";2;86;90;"Gustavo Santaolalla"
219;"The Last Of Us (Instrumental)";2;86;90;"Gustavo Santaolalla"
220;"The Path (Instrumental)";2;86;90;"Gustavo Santaolalla"
221;"The Choice (Instrumental)";2;86;90;"Gustavo Santaolalla"
222;"The Quarantine Zone (Instrumental)";2;86;90;"Gustavo Santaolalla"
223;"Vanishing Grace (Instrumental)";2;86;90;"Gustavo Santaolalla"
224;"The Way It Was (Instrumental)";2;86;90;"Gustavo Santaolalla"
225;"The Last Of Us (Remastered)";2;86;90;"Gustavo Santaolalla"
226;"The Path (Remastered)";2;86;90;"Gustavo Santaolalla"
227;"The Choice (Remastered)";2;86;90;"Gustavo Santaolalla"
228;"The Quarantine Zone (Remastered)";2;86;90;"Gustavo Santaolalla"
229;"Vanishing Grace (Remastered)";2;86;90;"Gustavo Santaolalla"
230;"The Way It Was (Remastered)";2;86;90;"Gustavo Santaolalla"
231;"The Last Of Us (Live)";2;86;90;"Gustavo Santaolalla"
232;"The Path (Live)";2;86;90;"Gustavo Santaolalla"
233;"The Choice (Live)";2;86;90;"Gustavo Santaolalla"
234;"The Quarantine Zone (Live)";2;86;90;"Gustavo Santaolalla"
235;"Vanishing Grace (Live)";2;86;90;"Gustavo Santaolalla"
236;"The Way It Was (Live)";2;86;90;"Gustavo Santaolalla"
237;"The Last Of Us (Acoustic)";2;86;90;"Gustavo Santaolalla"
238;"The Path (Acoustic)";2;86;90;"Gustavo Santaolalla"
239;"The Choice (Acoustic)";2;86;90;"Gustavo Santaolalla"
240;"The Quarantine Zone (Acoustic)";2;86;90;"Gustavo Santaolalla"
241;"Vanishing Grace (Acoustic)";2;86;90;"Gustavo Santaolalla"
242;"The Way It Was (Acoustic)";2;86;90;"Gustavo Santaolalla"
243;"The Last Of Us (Remix)";2;86;90;"Gustavo Santaolalla"
244;"The Path (Remix)";2;86;90;"Gustavo Santaolalla"
245;"The Choice (Remix)";2;86;90;"Gustavo Santaolalla"
246;"The Quarantine Zone (Remix)";2;86;90;"Gustavo Santaolalla"
247;"Vanishing Grace (Remix)";2;86;90;"Gustavo Santaolalla"
248;"The Way It Was (Remix)";2;86;90;"Gustavo Santaolalla"
249;"A Walk";12;87;255;"Adam Levine"
250;"Ain't No Sunshine";1;88;166;"Bill Withers"
251;"All of Me";13;89;279;"John Legend"
252;"American Boy";3;90;267;"Estelle"
253;"Baby";3;91;208;"Justin Bieber"
254;"Bad Guy";3;92;211;"Billie Eilish"
255;"Beautiful";1;93;233;"Ludacris"
256;"Believer";2;94;203;"Imagine Dragons"
257;"Bohemian Rhapsody";2;95;547;"Freddie Mercury"
258;"Can't Feel My Face";3;96;213;"The Weeknd"
259;"Chandelier";3;97;258;"Sia"
260;"Clocks";10;98;279;"Guy Berryman"
261;"Crazy in Love";1;99;239;"Shawn Carter"
262;"Despacito";5;100;259;"Luis Fonsi"
263;"Don't Stop Believin'";2;101;286;"Jonathan Cain"
264;"Dreams";2;102;228;"Stevie Nicks"
265;"Finesse";12;103;235;"Bruno Mars"
266;"Get Lucky";7;104;229;"Nile Rodgers"
267;"Halo";1;105;269;"Beyoncé"
268;"Hey Ya!";12;106;235;"André 3000"
269;"Humble";12;107;179;"Kendrick Lamar"
270;"I Will Always Love You";4;108;243;"Dolly Parton"
271;"I'm Yours";3;9;235;"Jason Mraz"
272;"Ignition";1;109;213;"R. Kelly"
273;"In the End";2;110;254;"Chester Bennington"
274;"Lose Yourself";12;62;221;"Eminem"
275;"Love Yourself";3;70;232;"Justin Bieber"
276;"Mr. Brightside";10;111;226;"Brandon Flowers"
277;"No Tears Left to Cry";3;84;212;"Ariana Grande"
278;"One Dance";14;NULL;198;"Drake"
279;"Poker Face";3;112;216;"Lady Gaga"
280;"Rather Be";9;113;220;"Jack Patterson"
281;"Rolling in the Deep";3;11;232;"Adele"
282;"Shape of You";3;18;242;"Ed Sheeran"
283;"Smells Like Teen Spirit";10;114;301;"Kurt Cobain"
284;"Sorry";3;70;228;"Justin Bieber"
285;"Stay";1;115;221;"Mikky Ekko"
286;"Stay with Me";3;116;212;"Sam Smith"
287;"Sugar";3;117;203;"Adam Levine"
288;"Superstition";15;118;266;"Stevie Wonder"
289;"Sweet Child o' Mine";2;14;313;"Guns N' Roses"
290;"Thriller";3;24;405;"Rod Temperton"
291;"Uptown Funk";15;10;227;"Mark Ronson"
292;"Wake Me Up";3;17;267;"Avicii"
293;"We Found Love";3;27;226;"Calvin Harris"
294;"What Do You Mean?";3;70;209;"Justin Bieber"
295;"When I Was Your Man";3;119;233;"Bruno Mars"
296;"Without Me";12;120;208;"Eminem"
297;"Yellow";10;121;294;"Chris Martin"
298;"You're Beautiful";3;122;233;"James Blunt"
299;"All of Me";13;123;226;"Gerald Marks"
300;"I Can't Get Started";13;123;262;"Vernon Duke"
301;"I'll Never Smile Again";13;123;219;"Ruth Lowe"
302;"I'm in the Mood for Love";13;123;211;"Jimmy McHugh"
303;"I've Got My Love to Keep Me Warm";13;123;198;"Irving Berlin"
304;"God Bless the Child";13;123;267;"Arthur Herzog Jr."
305;"I Cover the Waterfront";13;123;210;"Johnny Green"
306;"The Man I Love";13;123;272;"George Gershwin"
307;"You Go to My Head";13;123;244;"J. Fred Coots"
308;"I Gotta Right to Sing the Blues";13;123;216;"Harold Arlen"
309;"I Cried for You";13;123;228;"Gus Arnheim"
310;"I'm a Fool to Want You";13;123;233;"Jack Wolf"
311;"I Get Along Without You Very Well";13;123;198;"Hoagy Carmichael"
312;"Mean to Me";13;123;204;"Fred E. Ahlert"
313;"The Very Thought of You";13;123;254;"Ray Noble"
314;"Lover Man";13;123;254;"Jimmy Davis"
315;"You Don't Know What Love Is";13;123;244;"Gene De Paul"
316;"Solitude";13;123;237;"Duke Ellington"
317;"What a Little Moonlight Can Do";13;123;223;"Harry Woods"
318;"Tenderly";13;123;249;"Walter Gross"
319;"Strange Fruit";13;123;249;"Lewis Allan"
320;"Easy Living";13;123;245;"Ralph Rainger"
321;"Glad to Be Unhappy";13;123;218;"Richard Rodgers"
322;"Miss Brown to You";13;123;214;"Leo Robin"
323;"All of You";13;123;255;"Cole Porter"
324;"These Foolish Things";13;123;244;"Jack Strachey"
325;"Autumn in New York";13;123;238;"Vernon Duke"
326;"Don't Explain";13;123;233;"Arthur Herzog Jr."
327;"Fine and Mellow";13;123;255;"Billie Holiday"
328;"Lover Come Back to Me";13;123;228;"Sigmund Romberg"
329;"My Man";13;123;240;"Maurice Yvain"
330;"They Can't Take That Away from Me";13;123;219;"George Gershwin"
331;"Body and Soul";13;123;231;"Edward Heyman"
332;"Just One of Those Things";13;123;245;"Cole Porter"
333;"Willow Weep for Me";13;123;250;"Ann Ronell"
334;"I Wished on the Moon";13;123;241;"Dorothy Parker"
335;"Easy to Love";13;123;242;"Cole Porter"
336;"My Old Flame";13;123;244;"Sam Coslow"
337;"I'll Be Seeing You";13;123;216;"Sammy Fain"
338;"You Don't Know What Love Is (alternate take)";13;123;245;"Gene De Paul"
339;"Good Morning Heartache";13;123;241;"Irene Higginbotham"
340;"Some Other Spring";13;123;231;"Arthur Herzog Jr."
341;"You're Just a No Account";13;123;199;"Harold Arlen"
342;"Do Nothin' Till You Hear from Me";13;123;242;"Duke Ellington"
343;"I Must Have That Man!";13;123;201;"Jimmy McHugh"
344;"I Thought About You";13;123;213;"Jimmy Van Heusen"
345;"Gimme a Pigfoot and a Bottle of Beer";13;123;210;"Wesley Wilson"
346;"T'Ain't Nobody's Bizness if I Do";13;123;212;"Porter Grainger"
347;"Do You Know What It Means to Miss New Orleans?";13;123;232;"Louis Alter"
348;"Blue Moon";13;123;219;"Richard Rodgers"
349;"Kamigami no Uta";16;124;254;"Kazuya Senke"
350;"Kimi ga Inai";16;124;252;"Kazuya Senke"
351;"Yume no Naka e";16;124;270;"Kazuya Senke"
352;"Natsu no Hi no Yume";16;124;269;"Kazuya Senke"
353;"Shiawase ni Narou";16;124;275;"Kazuya Senke"
354;"Futari no Kimochi";16;124;269;"Kazuya Senke"
355;"Yasashisa ni Tsutsumareta Nara";16;124;277;"Kazuya Senke"
356;"Ame no Hi wa Kyou mo";16;124;265;"Kazuya Senke"
357;"Toki no Naka e";16;124;257;"Kazuya Senke"
358;"Kaze no Tadori Tsuku Basho";16;124;270;"Kazuya Senke"
359;"Kazahana";16;124;279;"Kazuya Senke"
360;"Toki no Mukou Maboroshi no Sora";16;124;281;"Kazuya Senke"
361;"Yakusoku";16;124;258;"Kazuya Senke"
362;"Kanashimi no Yukue";16;124;277;"Kazuya Senke"
363;"Kokoro no Omoi";16;124;279;"Kazuya Senke"
364;"Kono Te ga Sore wo Yurusu nara";16;124;265;"Kazuya Senke"
365;"Kaze ni Natte";16;124;257;"Kazuya Senke"
366;"Mugen no Kanata";16;124;270;"Kazuya Senke"
367;"Itsuwari no Kioku";16;124;279;"Kazuya Senke"
368;"Yasuragi no Kaze";16;124;281;"Kazuya Senke"
369;"Kimi ga Iru Kara";16;124;258;"Kazuya Senke"
370;"Eien no Ashita";16;124;277;"Kazuya Senke"
371;"Owarinai Yume";16;124;279;"Kazuya Senke"
372;"Kanashimi wa Dare no Negai Demo Nai";16;124;265;"Kazuya Senke"
373;"Kasabuta";16;124;257;"Kazuya Senke"
374;"Hoshi no Umi";16;124;270;"Kazuya Senke"
375;"Kokoro no Kakera";16;124;279;"Kazuya Senke"
376;"Kanashimi no Hate ni";16;124;281;"Kazuya Senke"
377;"Kaze ni Nare";16;124;258;"Kazuya Senke"
378;"Kono Te de";16;124;277;"Kazuya Senke"
379;"Tsubasa wo Hirogete";16;124;279;"Kazuya Senke"
380;"Kanashimi no Mukou e";16;124;265;"Kazuya Senke"
381;"Kizuna";16;124;257;"Kazuya Senke"
382;"Kyou mo Hoshi no Umi";16;124;270;"Kazuya Senke"
383;"Kokoro no Chizu";16;124;279;"Kazuya Senke"
384;"Ai no Uta";16;124;281;"Kazuya Senke"
385;"Kono Te ga Sore wo Yurusu nara (Piano Version)";16;124;258;"Kazuya Senke"
386;"Yume no Naka e (Piano Version)";16;124;277;"Kazuya Senke"
387;"Kimi ga Iru Kara (Piano Version)";16;124;279;"Kazuya Senke"
388;"Kaze ni Nare (Piano Version)";16;124;265;"Kazuya Senke"
389;"Kanashimi no Mukou e (Piano Version)";16;124;257;"Kazuya Senke"
390;"Kaze no Tadori Tsuku Basho (Orchestra Version)";16;124;270;"Kazuya Senke"
391;"Kimi ga Iru Kara (Orchestra Version)";16;124;279;"Kazuya Senke"
392;"Kanashimi no Mukou e (Orchestra Version)";16;124;281;"Kazuya Senke"
393;"Kaze ni Nare (Orchestra Version)";16;124;258;"Kazuya Senke"
394;"Kokoro no Kakera (Orchestra Version)";16;124;277;"Kazuya Senke"
395;"Kokoro no Omoi (Orchestra Version)";16;124;279;"Kazuya Senke"
396;"Kimi ga Inai (Orchestra Version)";16;124;265;"Kazuya Senke"
397;"Ame no Hi wa Kyou mo (Orchestra Version)";16;124;257;"Kazuya Senke"
398;"Kamigami no Uta (Orchestra Version)";16;124;270;"Kazuya Senke"
399;"Crazy In Love";1;1;238;"Shawn Carter"
400;"Baby Boy";1;1;263;"Shawn Carter"
401;"Naughty Girl";1;1;244;"Shawn Carter"
402;"Yes";1;1;277;"Shawn Carter"
403;"Speechless";1;1;297;"Shawn Carter"
404;"Signs";1;1;251;"Shawn Carter"
405;"The Closer I Get to You";1;1;307;"Shawn Carter"
406;"Dangerously In Love 2";1;1;259;"Shawn Carter"
407;"Be With You";1;1;256;"Shawn Carter"
408;"Cater 2 U";1;1;269;"Shawn Carter"
409;"Kissing You";1;1;261;"Shawn Carter"
410;"Ave Maria";1;1;271;"Shawn Carter"
411;"Brown Skin";1;1;272;"Shawn Carter"
412;"The Closer I Get to You";1;125;307;"Shawn Carter"
413;"Crazy In Love";1;125;238;"Shawn Carter"
414;"Speechless";1;125;297;"Shawn Carter"
415;"Signs";1;125;251;"Shawn Carter"
416;"Dangerously In Love 2";1;125;259;"Shawn Carter"
417;"Naughty Girl";1;125;244;"Shawn Carter"
418;"Baby Boy";1;125;263;"Shawn Carter"
419;"Yes";1;125;277;"Shawn Carter"
420;"Be With You";1;125;256;"Shawn Carter"
421;"Kissing You";1;125;261;"Shawn Carter"
422;"Ave Maria";1;125;271;"Shawn Carter"
423;"Cater 2 U";1;125;269;"Shawn Carter"
424;"Brown Skin";1;125;272;"Shawn Carter"
425;"Crazy In Love";1;126;238;"Shawn Carter"
426;"Deja Vu";1;126;258;"Shawn Carter"
427;"Irreplaceable";1;126;241;"Shawn Carter"
428;"Beautiful Liar";1;126;227;"Shawn Carter"
429;"Green Light";1;126;276;"Shawn Carter"
430;"Kitty Kat";1;126;213;"Shawn Carter"
431;"Welcome to Hollywood";1;126;248;"Shawn Carter"
432;"Upgrade U";1;126;276;"Shawn Carter"
433;"Flaws and All";1;126;269;"Shawn Carter"
434;"Get Me Bodied";1;126;277;"Shawn Carter"
435;"Suga Mama";1;126;239;"Shawn Carter"
436;"Ring the Alarm";1;126;265;"Shawn Carter"
437;"Listen";1;126;281;"Shawn Carter"
438;"If";1;126;241;"Shawn Carter"
439;"Single Ladies (Put a Ring On It)";1;127;239;"Shawn Carter"
440;"Division";1;127;236;"Shawn Carter"
441;"Radio";1;127;234;"Shawn Carter"
442;"Diva";1;127;232;"Shawn Carter"
443;"Halo";1;127;269;"Shawn Carter"
444;"BrokenHearted Girl";1;127;293;"Shawn Carter"
445;"Ave Maria";1;127;271;"Shawn Carter"
446;"Video Phone";1;127;239;"Shawn Carter"
447;"Caught Up in You";2;50;308;"Donnie Van Zant"
448;"Fantasy Girl";2;50;228;"Donnie Van Zant"
449;"Hold On Loosely";2;50;303;"Donnie Van Zant"
